TM,STN,WD,WS,PA,PS,TA,TD,HM,PV,WW,CA_TOT,CA_MID,CT,VS,TS,IR,PM10
201804140700,146.0,36.0,2.2,1001.1,1008.5,8.1,7.9,99.0,10.6,1901,10.0,7.0,StNs,866.0,10.0,4.0,15.0
201804140800,146.0,2.0,2.0,999.9,1007.3,8.0,7.8,99.0,10.6,1901,10.0,6.0,StNs,164.0,9.7,4.0,8.0
201804140900,146.0,32.0,1.8,998.8,1006.2,9.0,8.8,99.0,11.3,1901,10.0,7.0,StNs,285.0,10.5,1.0,9.0
201804141000,146.0,32.0,2.2,998.9,1006.3,8.6,8.4,99.0,11.0,1901,10.0,6.0,StNs,206.0,10.4,4.0,19.0
201804141100,146.0,32.0,2.9,998.6,1006.0,8.7,8.5,99.0,11.1,1901,10.0,6.0,StNs,202.0,10.7,4.0,11.0
201804141200,146.0,32.0,2.1,998.2,1005.6,8.7,8.5,99.0,11.1,1901,10.0,7.0,StNs,161.0,10.9,4.0,13.0
201804141300,146.0,32.0,2.3,998.5,1005.9,8.8,8.6,99.0,11.2,1901,10.0,7.0,StNs,173.0,11.0,4.0,6.0
201804141400,146.0,0.0,0.4,997.8,1005.2,9.3,9.1,99.0,11.6,1901,10.0,5.0,StNs,277.0,13.5,4.0,0.0
201804141500,146.0,0.0,0.1,997.3,1004.7,10.1,9.9,99.0,12.2,1901,10.0,7.0,ScAs,1975.0,13.4,4.0,3.0
201804141600,146.0,27.0,2.3,997.8,1005.2,9.8,9.6,99.0,11.9,1901,10.0,7.0,ScAs,628.0,11.7,4.0,9.0
201804141700,146.0,29.0,3.2,998.8,1006.2,9.6,9.4,99.0,11.8,19,10.0,7.0,ScAs,1239.0,10.7,3.0,6.0
201804141800,146.0,32.0,3.9,999.2,1006.6,9.0,8.8,99.0,11.3,1901,10.0,7.0,ScAs,772.0,10.2,4.0,7.0
201804142100,146.0,27.0,2.4,1002.9,1010.3,8.9,8.1,95.0,10.8,19,8.0,8.0,Sc,1150.0,9.2,3.0,11.0
201804150000,146.0,25.0,3.3,1003.4,1010.9,7.4,5.8,90.0,9.2,-,8.0,8.0,Sc,2000.0,7.6,3.0,8.0
201804150300,146.0,27.0,3.3,1004.6,1012.1,6.9,5.8,93.0,9.2,-,6.0,6.0,Sc,1181.0,7.1,3.0,34.0
201804150400,146.0,27.0,2.0,1004.8,1012.3,6.7,5.7,94.0,9.2,19,6.0,6.0,Sc,968.0,6.6,3.0,37.0
201804150500,146.0,20.0,0.6,1004.9,1012.4,6.7,5.9,95.0,9.3,19,6.0,6.0,Sc,773.0,6.8,3.0,45.0
201804150600,146.0,23.0,0.9,1005.2,1012.7,6.9,6.1,95.0,9.4,19,10.0,4.0,ScCi,686.0,6.9,3.0,49.0
201804150700,146.0,23.0,2.0,1005.6,1013.1,6.8,6.3,97.0,9.5,19,8.0,8.0,Sc,555.0,7.1,3.0,67.0
201804150800,146.0,23.0,1.5,1006.0,1013.5,7.7,6.6,93.0,9.7,19,9.0,9.0,Sc,584.0,9.1,3.0,81.0
201804150900,146.0,27.0,1.9,1006.4,1013.9,8.6,6.0,84.0,9.3,19,5.0,5.0,Sc,819.0,11.9,3.0,93.0
201804151000,146.0,23.0,2.5,1006.7,1014.1,10.2,5.9,75.0,9.3,19,8.0,8.0,Sc,1018.0,15.7,3.0,107.0
201804151100,146.0,25.0,1.8,1006.4,1013.8,12.0,5.8,66.0,9.2,-,6.0,6.0,Sc,1160.0,20.0,3.0,133.0
