TM,PM10_yanan,PM10_qingdao,PM10_chifeng,PM10_dalian
201803240300,77.0,59.0,21.0,82.0
201803240600,74.0,60.0,50.0,88.0
201803240900,91.0,65.0,129.0,136.0
201803241200,37.0,72.0,211.0,99.0
201803241500,72.0,62.0,57.0,60.0
201803241800,107.0,38.0,57.0,71.0
201803242100,115.0,29.0,51.0,74.0
201803250000,128.0,19.0,58.0,83.0
201803250300,103.0,15.0,79.0,32.0
201803250600,67.0,12.0,85.0,76.0
201803250900,96.0,13.0,147.0,101.0
201803251200,51.0,21.0,189.0,111.0
201803251500,126.0,30.0,157.0,87.0
201803251800,100.0,31.0,177.0,33.0
201803252100,146.0,73.0,478.0,100.0
201803260000,198.0,71.0,443.0,88.0
201803260300,100.0,68.0,121.0,72.0
201803260600,106.0,65.0,87.0,32.0
201803260900,196.0,73.0,39.0,29.0
201803261200,128.0,67.0,29.0,63.0
201803261500,134.0,98.0,43.0,30.0
201803261800,29.0,45.0,70.0,35.0
201803262100,103.0,40.0,61.0,16.0
201803270000,75.0,36.0,26.0,31.0
201803270300,64.0,35.0,22.0,28.0
201803270600,147.0,41.0,21.0,17.0
201803270900,175.0,51.0,38.0,74.0
201803271200,332.0,104.0,22.0,57.0
201803271500,141.0,74.0,23.0,54.0
201803271800,209.0,69.0,65.0,37.0
201803272100,190.0,55.0,88.0,71.0
201803280000,162.0,49.0,53.0,89.0
201803280300,142.0,48.0,55.0,77.0
201803280600,123.0,49.0,50.0,61.0
201803280900,145.0,83.0,139.0,77.0
201803281200,70.0,90.0,103.0,115.0
201803281500,53.0,45.0,77.0,161.0
201803281800,47.0,65.0,82.0,127.0
201803282100,90.0,40.0,58.0,106.0
201803290000,100.0,19.0,55.0,120.0
201803290300,87.0,21.0,57.0,78.0
201803290600,79.0,27.0,67.0,35.0
201803290900,126.0,44.0,82.0,150.0
201803291200,89.0,34.0,83.0,101.0
201803291500,52.0,21.0,83.0,103.0
201803291800,157.0,30.0,50.0,86.0
201803292100,183.0,23.0,162.0,93.0
201803300000,208.0,21.0,66.0,84.0
201803300300,154.0,20.0,37.0,83.0
201803300600,140.0,20.0,42.0,90.0
201803300900,325.0,20.0,81.0,19.0
201803301200,82.0,17.0,145.0,25.0
201803301500,161.0,22.0,100.0,58.0
201803301800,132.0,26.0,186.0,50.0
201803302100,183.0,8.0,69.0,55.0
201803310000,170.0,5.0,109.0,61.0
201803310300,161.0,5.0,100.0,60.0
201803310600,155.0,5.0,199.0,66.0
201803310900,214.0,22.0,171.0,63.0
201803311200,94.0,22.0,153.0,79.0
201803311500,77.0,17.0,139.0,107.0
201803311800,59.0,20.0,49.0,69.0
201803312100,214.0,24.0,33.0,61.0
201804010000,107.0,17.0,12.0,31.0
201804010300,121.0,13.0,13.0,9.0
201804010600,416.0,12.0,26.0,6.0
201804010900,512.0,15.0,20.0,12.0
201804011200,475.0,30.0,28.0,18.0
201804011500,283.0,27.0,74.0,5.0
201804011800,209.0,37.0,21.0,3.5
201804012100,138.0,34.0,10.0,2.0
201804020000,169.0,34.0,11.0,20.0
201804020300,198.0,33.0,18.0,21.0
201804020600,314.0,30.0,19.0,22.0
201804020900,83.0,29.0,13.0,23.0
201804021200,61.0,43.0,25.0,32.0
201804021500,118.0,38.0,41.0,24.0
201804021800,106.0,67.0,30.0,14.0
201804022100,50.0,31.0,11.0,54.0
201804030000,90.0,25.0,17.0,26.0
201804030300,63.0,20.0,39.0,113.0
201804030600,151.0,12.0,19.0,337.0
201804030900,494.0,24.0,35.0,322.0
201804031200,146.0,17.0,38.0,230.0
201804031500,171.0,42.0,30.0,156.0
201804031800,287.0,25.0,37.0,156.0
201804032100,365.0,25.0,39.0,251.0
201804040000,454.0,20.0,45.0,31.0
201804040300,198.0,25.0,36.0,25.0
201804040600,168.0,26.0,89.0,20.0
201804040900,189.0,27.0,85.0,44.0
201804041200,181.0,34.0,96.0,45.0
201804041500,285.0,35.0,96.0,39.0
201804041800,152.0,30.0,118.0,89.0
201804042100,97.0,29.0,118.0,67.0
201804050000,103.0,27.0,211.0,73.0
201804050300,84.0,48.0,265.0,47.0
201804050600,148.0,55.0,184.0,27.0
201804050900,64.0,87.0,66.0,21.0
201804051200,22.0,114.0,33.0,22.0
201804051500,35.0,168.0,10.0,11.0
201804051800,48.0,68.0,10.0,32.0
201804052100,92.0,78.0,39.0,45.0
201804060000,73.0,66.0,47.0,52.0
201804060300,15.0,38.0,55.0,80.0
201804060600,57.0,20.0,54.0,351.0
201804060900,52.5,25.0,48.0,406.0
201804061200,48.0,29.0,37.0,46.0
201804061500,129.5,27.0,131.0,88.0
201804061800,211.0,9.0,23.0,56.0
201804062100,107.0,24.0,18.0,40.0
201804070000,61.0,23.0,28.0,43.0
201804070300,53.0,14.0,40.0,28.0
201804070600,161.0,17.0,36.0,13.0
201804070900,94.0,26.0,29.0,19.0
201804071200,147.66666666666669,41.0,32.0,9.0
201804071500,201.33333333333334,75.0,63.0,4.0
201804071800,255.0,44.0,82.0,52.0
201804072100,2.0,36.0,40.0,17.0
201804080000,419.0,25.0,9.0,24.0
201804080300,546.0,19.0,147.0,15.0
201804080600,553.0,17.0,151.0,36.0
201804080900,192.0,40.0,20.0,4.0
201804081200,69.0,28.0,359.0,62.0
201804081500,92.0,33.0,516.0,84.0
201804081800,106.0,24.0,262.0,43.0
201804082100,151.0,35.0,60.0,34.0
201804090000,176.0,35.0,9.0,24.0
201804090300,112.0,30.0,4.0,31.0
201804090600,120.0,29.0,6.0,13.0
201804090900,159.0,40.0,13.0,29.5
201804091200,131.0,45.0,12.0,46.0
201804091500,243.0,42.0,13.0,47.0
201804091800,245.0,60.0,20.0,42.0
201804092100,276.0,82.0,55.0,52.0
201804100000,113.0,158.0,35.0,23.0
201804100300,111.0,43.0,13.0,61.0
201804100600,97.0,25.0,20.0,68.0
201804100900,100.0,22.0,47.0,72.0
201804101200,36.0,25.0,30.0,90.0
201804101500,16.0,18.0,28.0,141.0
201804101800,10.0,19.0,24.0,154.0
201804102100,1.0,14.0,35.0,218.0
201804110000,8.75,14.0,61.0,40.0
201804110300,16.5,15.0,64.0,30.0
201804110600,24.25,15.0,71.0,25.0
201804110900,32.0,18.0,67.0,37.0
201804111200,12.0,25.0,54.0,111.0
201804111500,35.0,53.0,37.0,94.0
201804111800,63.0,18.0,57.0,72.0
201804112100,59.0,21.0,23.0,50.0
201804120000,133.0,16.0,42.0,54.0
201804120300,348.0,10.0,38.0,70.0
201804120600,355.0,56.0,52.0,80.0
201804120900,75.0,13.0,118.0,122.0
201804121200,114.0,23.0,58.0,53.0
201804121500,66.0,22.0,98.0,45.0
201804121800,86.0,17.0,437.0,47.0
201804122100,112.0,9.0,46.0,86.0
201804130000,62.0,9.0,23.0,65.0
201804130300,32.0,8.0,29.0,30.0
201804130600,93.0,31.0,60.0,65.0
201804130900,77.0,26.0,57.0,131.0
201804131200,61.0,30.0,20.0,139.0
201804131500,89.0,99.0,44.0,116.0
201804131800,89.0,34.0,85.0,112.0
201804132100,122.0,18.0,61.0,35.0
201804140000,59.0,35.0,46.0,10.0
201804140300,87.0,25.0,47.0,11.0
201804140600,139.0,30.0,77.0,16.0
201804140900,85.5,38.0,92.0,4.0
201804141200,32.0,59.0,124.0,43.0
201804141500,90.0,65.0,211.0,225.0
201804141800,148.0,53.0,50.0,76.0
201804142100,130.0,31.0,20.0,40.0
201804150000,72.0,24.0,45.0,362.0
201804150300,94.0,18.0,34.0,142.0
201804150600,155.0,12.0,6.0,45.0
201804150900,124.0,87.0,2.0,27.0
201804151200,76.5,27.0,4.0,28.0
201804151500,29.0,32.0,4.0,35.0
201804151800,333.0,23.0,11.0,38.0
201804152100,50.0,21.0,15.0,40.0
201804160000,60.0,20.0,16.0,16.0
201804160300,90.0,12.0,16.0,6.0
201804160600,175.0,9.0,14.0,43.0
201804160900,76.0,15.0,11.0,60.0
201804161200,110.33333333333334,30.0,12.0,39.0
201804161500,144.66666666666669,58.0,12.0,96.0
201804161800,179.0,35.0,16.0,69.0
201804162100,90.0,28.0,24.0,38.0
201804170000,78.0,25.0,21.0,55.0
201804170300,148.0,34.0,28.0,51.0
201804170600,204.0,31.0,25.0,36.0
201804170900,173.0,35.0,12.0,30.0
201804171200,142.0,36.0,13.0,54.0
201804171500,111.0,46.0,15.0,89.0
201804171800,274.0,39.0,13.0,79.0
201804172100,89.0,30.0,19.0,99.0
201804180000,73.0,24.0,18.0,90.0
201804180300,102.0,20.0,7.0,94.0
201804180600,214.0,19.0,11.0,100.0
201804180900,119.0,27.0,25.5,114.0
201804181200,41.0,33.0,40.0,111.0
201804181500,217.0,74.0,25.0,118.0
201804181800,48.0,58.0,15.0,107.0
201804182100,3.0,49.0,37.0,119.0
201804190000,34.0,35.0,33.0,93.0
201804190300,48.0,23.0,29.0,105.0
201804190600,84.0,11.0,25.0,96.0
201804190900,60.0,14.0,37.0,114.0
201804191200,8.0,11.0,70.0,85.0
201804191500,4.0,15.0,79.0,71.0
201804191800,80.0,20.0,69.0,109.0
201804192100,138.0,18.0,65.0,90.0
201804200000,84.0,15.0,62.0,87.0
201804200300,86.0,15.0,81.0,35.0
201804200600,126.0,18.666666666666668,131.0,52.0
201804200900,172.0,22.333333333333332,63.0,54.0
201804201200,207.0,26.0,52.0,30.0
201804201500,242.0,43.0,61.0,43.0
201804201800,4.0,44.0,51.0,41.0
201804202100,67.0,42.0,56.0,56.0
201804210000,52.666666666666664,41.0,69.0,40.0
201804210300,38.33333333333333,46.0,98.0,33.0
201804210600,24.0,27.0,72.0,33.0
201804210900,73.0,15.0,123.0,16.0
201804211200,39.0,23.0,103.0,61.0
201804211500,49.0,13.0,184.0,44.0
201804211800,36.0,6.0,232.0,44.0
201804212100,35.0,7.0,299.0,30.0
201804220000,47.0,6.0,117.0,52.0
201804220300,59.0,8.0,74.0,46.0
201804220600,71.0,19.0,76.0,22.0
201804220900,68.0,31.0,54.0,14.0
201804221200,65.0,31.0,86.0,21.5
201804221500,62.0,36.0,73.0,29.0
201804221800,59.0,24.0,27.0,22.0
201804222100,53.0,20.0,35.0,24.0
201804230000,47.0,24.0,54.0,22.0
201804230300,53.0,39.0,277.0,21.0
201804230600,75.25,37.0,121.0,22.0
201804230900,97.5,59.0,86.0,16.0
201804231200,119.75,56.0,86.0,9.0
201804231500,142.0,41.0,138.0,15.0
201804231800,247.0,57.0,844.0,39.0
201804232100,14.0,67.0,44.0,27.0
201804240000,18.0,82.0,47.0,34.0
201804240300,47.0,77.0,129.0,32.0
201804240600,76.0,120.0,44.0,36.0
201804240900,79.0,149.0,45.0,28.0
201804241200,63.0,112.0,1090.0,44.0
201804241500,215.0,57.0,1186.0,40.0
201804241800,145.0,98.0,1172.0,59.0
201804242100,47.0,98.0,1159.0,82.0
201804250000,132.0,79.0,1145.0,57.0
201804250300,88.33333333333333,98.0,1132.0,43.0
201804250600,44.66666666666666,112.0,1118.0,39.0
201804250900,1.0,93.0,1102.0,47.0
201804251200,205.0,112.0,1089.0,50.0
201804251500,137.0,103.0,1076.0,43.0
201804251800,120.0,101.0,1062.0,23.0
201804252100,105.0,91.0,1049.0,57.0
201804260000,222.0,123.0,1035.0,24.0
201804260600,152.0,155.0,1022.0,36.0
201804260900,117.0,128.0,1008.0,38.0
201804261200,82.0,83.0,60.0,66.0
201804261500,135.0,57.0,33.0,70.0
201804261800,12.0,43.0,29.0,75.0
201804262100,36.0,72.0,10.0,10.0
201804270000,31.0,77.0,16.0,343.0
201804270300,84.0,56.0,25.0,144.0
201804270600,364.0,64.0,46.0,65.0
201804270900,644.0,87.0,17.0,77.0
201804271200,924.0,89.0,54.0,93.0
201804271500,221.0,75.0,29.0,48.0
201804271800,407.0,76.0,26.0,88.0
201804272100,139.0,39.0,12.0,56.0
201804280000,164.0,50.0,6.0,7.0
201804280300,274.0,64.0,25.0,15.0
201804280600,200.0,61.0,15.0,42.0
201804280900,300.0,76.0,14.0,61.0
201804281200,153.0,83.0,11.0,54.0
201804281500,168.0,61.0,74.0,159.0
201804281800,181.0,49.0,24.0,113.0
201804282100,225.0,44.0,31.0,72.0
201804290000,148.5,41.4,30.0,81.0
201804290300,72.0,38.8,45.0,81.0
201804290600,120.0,36.2,103.0,70.0
201804290900,126.0,33.6,27.0,80.0
201804291200,113.0,31.0,34.0,91.0
201804291500,100.0,17.0,99.0,88.0
201804291800,87.0,22.0,179.0,90.0
201804292100,74.0,25.0,89.0,92.0
201804300000,23.0,33.0,38.0,71.0
201804300300,109.0,27.0,42.0,69.0
201804300600,62.5,21.0,24.0,83.0
201804300900,16.0,27.0,19.0,48.0
201804301200,118.0,20.0,15.0,81.0
201804301500,89.0,19.0,42.0,48.0
201804301800,60.0,31.0,29.0,25.0
201804302100,137.0,22.0,37.0,15.0
201805010000,105.0,15.0,37.0,5.0
201805010300,73.0,17.0,44.0,12.0
201805010600,88.0,21.0,217.0,18.0
201805010900,97.0,17.5,20.0,22.0
201805011200,281.0,14.0,29.0,23.0
201805011500,134.0,23.0,66.0,24.0
201805011800,130.0,17.0,55.0,25.0
201805012100,139.0,13.0,27.0,35.0
201805020000,107.0,12.0,21.0,32.666666666666664
201805020300,81.0,13.0,19.0,30.333333333333332
201805020600,95.0,23.0,20.0,28.0
201805020900,97.0,12.0,8.0,13.0
201805021200,115.0,14.0,11.0,28.0
201805021500,27.0,14.0,59.0,43.0
201805021800,8.0,8.0,63.0,110.0
201805022100,61.0,8.0,51.0,12.0
201805030000,86.0,19.0,45.0,29.0
201805030300,76.0,14.0,60.0,32.0
201805030600,20.0,10.0,155.0,68.0
201805030900,26.0,15.0,77.0,69.0
201805031200,38.0,21.0,316.0,53.0
201805031500,48.0,25.0,84.0,58.0
201805031800,28.0,23.0,82.0,21.0
201805032100,52.0,20.0,17.0,38.0
201805040000,51.0,21.0,13.0,31.0
201805040300,35.0,25.0,21.0,13.0
201805040600,30.0,29.0,19.0,22.0
201805040900,23.0,37.0,20.0,52.0
201805041200,73.0,45.0,21.0,48.0
201805041500,40.0,27.0,20.0,71.0
201805041800,30.0,27.0,35.0,88.0
201805042100,26.0,23.0,23.0,94.0
201805050000,45.0,12.0,11.0,60.0
201805050300,45.0,12.0,12.0,83.0
201805050600,66.0,11.0,10.0,68.0
201805050900,71.0,21.0,10.0,81.0
201805051200,85.0,14.0,17.0,65.0
201805051500,132.0,13.0,31.0,88.0
201805051800,43.0,17.0,24.0,65.0
201805052100,49.0,9.0,14.0,104.0
201805060000,57.0,8.0,12.0,61.0
201805060300,61.0,15.0,109.0,50.0
201805060600,56.0,33.0,23.0,43.0
201805060900,74.0,45.0,5.0,60.0
201805061200,85.0,34.0,15.0,60.0
201805061500,84.0,21.0,57.0,10.0
201805061800,88.0,23.0,98.0,64.0
201805062100,76.0,24.0,8.0,95.0
201805070000,49.0,35.0,24.0,63.0
201805070300,75.0,50.0,74.0,79.0
201805070600,74.0,32.0,64.0,43.0
201805070900,64.0,16.0,22.0,101.0
201805071200,65.0,9.0,75.0,114.0
201805071500,95.0,9.0,233.0,72.0
201805071800,49.0,39.0,124.0,69.0
201805072100,40.0,16.0,49.0,40.0
201805080000,50.0,13.0,81.0,54.0
201805080300,42.0,10.0,76.0,57.0
201805080600,34.0,10.0,28.0,62.0
201805080900,12.0,9.0,10.0,31.0
201805081200,23.0,9.0,41.0,58.0
201805081500,43.0,10.0,121.0,8.0
201805081800,23.0,17.0,52.0,38.0
201805082100,36.0,17.0,26.0,93.0
201805090000,51.0,14.0,28.0,66.0
201805090300,50.0,14.0,20.0,35.0
201805090600,39.0,12.0,73.0,33.0
201805090900,39.0,14.0,6.0,32.0
201805091200,48.0,14.0,16.0,70.0
201805091500,95.0,14.0,100.0,41.0
201805091800,345.0,16.0,124.0,59.0
201805092100,280.0,14.0,28.0,67.0
201805100000,253.0,15.0,63.0,36.0
201805100300,214.0,14.0,148.0,99.0
201805100600,161.0,15.0,85.0,45.0
201805100900,143.0,17.0,59.0,34.0
201805101200,102.0,15.0,131.0,25.0
201805101500,98.0,16.0,135.0,66.0
201805101800,85.0,37.0,139.0,11.0
201805102100,99.0,20.0,38.0,41.0
201805110000,131.0,18.0,38.0,48.0
201805110300,113.0,18.0,91.0,30.0
201805110600,108.0,16.0,27.0,19.0
201805110900,104.0,12.0,20.0,10.0
201805111200,124.0,9.0,16.0,58.0
201805111500,64.0,10.0,138.0,21.0
201805111800,65.0,14.0,276.0,48.0
201805112100,72.0,15.0,61.0,29.0
201805120000,85.0,22.0,54.0,22.0
201805120300,91.0,24.0,173.0,20.0
201805120600,140.0,23.0,158.0,38.0
201805120900,128.0,23.0,52.0,36.0
201805121200,139.0,22.0,49.0,5.0
201805121500,74.0,22.0,50.0,15.0
201805121800,29.0,20.0,125.0,15.5
201805122100,59.0,27.0,45.0,16.0
201805130000,74.0,29.0,23.0,5.0
201805130300,101.0,25.0,47.0,13.0
201805130600,110.0,26.0,13.0,27.0
201805130900,96.0,19.0,18.0,44.0
201805131200,117.0,17.0,33.0,43.0
201805131500,64.0,14.0,69.0,68.0
201805131800,50.0,12.0,94.0,95.0
201805132100,36.0,16.0,32.0,58.0
201805140000,57.0,16.0,36.0,39.5
201805140300,53.0,18.0,66.0,21.0
201805140600,224.0,24.0,29.0,31.0
201805140900,64.0,23.0,25.0,62.0
201805141200,56.0,21.0,28.0,54.0
201805141500,71.0,12.0,106.0,62.0
201805141800,78.0,14.0,114.0,31.0
201805142100,94.0,19.0,25.0,43.0
201805150000,97.0,42.0,22.0,18.0
201805150300,94.0,18.0,93.0,26.0
201805150600,118.0,10.0,115.0,34.0
201805150900,60.0,8.0,53.0,34.0
201805151200,73.0,7.0,86.0,16.0
201805151500,44.0,7.0,189.0,19.0
201805151800,62.0,10.0,58.0,20.0
201805152100,87.0,12.0,53.0,21.0
201805160000,112.0,13.0,96.0,36.0
201805160300,135.0,22.0,79.0,24.0
201805160600,84.0,29.0,50.0,12.0
201805160900,84.0,21.0,17.0,1.0
201805161200,78.0,26.0,26.0,13.0
201805161500,6.0,22.0,103.0,25.0
201805161800,10.0,20.0,68.0,50.0
201805162100,25.0,15.0,55.0,6.0
201805170000,24.0,9.0,56.0,3.0
201805170300,15.0,7.0,98.0,7.0
201805170600,28.0,6.0,124.0,11.0
201805170900,30.5,7.0,97.0,14.0
201805171200,33.0,11.0,72.0,22.0
201805171500,21.0,14.0,117.0,30.0
201805171800,17.0,9.0,343.0,69.0
201805172100,14.0,12.0,75.0,33.0
201805180000,30.0,7.0,48.0,27.5
201805180300,13.0,5.0,163.0,22.0
201805180600,26.0,5.0,184.0,43.0
201805180900,10.0,7.0,35.0,43.0
201805181200,10.0,9.0,47.0,47.0
201805181500,12.0,7.0,344.0,12.0
201805181800,13.0,13.0,242.0,68.0
201805182100,4.0,8.0,89.0,84.0
201805190000,926.0,7.0,46.0,49.0
201805190300,618.0,7.0,184.0,26.0
201805190600,260.0,5.0,249.0,96.0
201805190900,224.0,5.0,95.0,44.0
201805191200,192.0,8.0,74.0,47.5
201805191500,174.0,10.0,75.0,51.0
201805191800,64.0,14.0,120.0,37.0
201805192100,66.0,11.0,92.0,23.0
201805200000,64.0,8.0,113.0,9.0
201805200300,83.0,9.0,302.0,20.0
201805200600,72.0,4.0,252.0,31.0
201805200900,54.0,5.0,340.0,22.0
201805201200,92.0,9.0,121.0,22.0
201805201500,56.0,6.0,270.0,15.333333333333332
201805201800,12.0,13.0,98.0,8.666666666666666
201805202100,15.0,17.0,103.0,2.0
201805210000,36.0,19.0,58.0,1.0
201805210300,66.0,19.0,117.0,11.5
201805210600,108.0,39.0,70.0,22.0
201805210900,85.0,34.0,69.0,11.0
201805211200,82.0,25.0,55.0,101.0
201805211500,43.0,20.0,306.0,36.0
201805211800,47.0,18.0,176.0,5.0
201805212100,39.0,18.0,158.0,37.0
201805220000,79.0,17.0,120.0,26.0
201805220300,92.0,20.0,66.0,15.0
201805220600,55.0,23.0,37.0,20.0
201805220900,59.0,22.0,99.0,13.0
201805221500,72.0,37.0,68.0,31.666666666666668
201805221800,64.0,50.0,48.0,41.0
201805222100,66.0,61.0,39.0,26.0
201805230000,61.0,56.0,23.0,110.0
201805230300,71.0,5.0,28.0,2.0
201805230600,68.0,41.0,95.0,34.0
201805230900,1738.0,20.0,53.0,13.0
201805231200,1337.0,16.0,6.0,91.0
201805231500,238.0,10.0,20.0,185.0
201805231800,134.0,6.0,49.0,119.0
201805232100,87.0,7.0,27.0,125.0
201805240000,92.0,6.0,18.0,98.0
201805240300,124.0,7.0,20.0,102.0
201805240600,112.0,6.0,127.0,115.0
201805240900,87.0,4.0,37.0,155.0
201805241200,107.0,4.0,20.0,117.0
201805241500,127.0,5.0,10.0,101.0
201805241800,32.0,4.0,97.0,131.0
201805242100,58.0,6.0,104.0,127.0
201805250000,46.0,6.0,76.0,96.0
201805250600,71.0,7.0,68.0,87.0
201805250900,79.0,6.0,142.0,83.0
201805251200,57.0,7.0,83.0,35.0
201805251500,62.0,8.0,55.0,43.0
201805251800,81.0,11.0,59.0,74.0
201805252100,79.0,13.0,75.0,72.0
201805260000,30.0,14.0,89.0,22.0
201805260300,43.0,14.0,137.0,8.0
201805260600,37.0,11.0,108.0,38.5
201805260900,53.0,10.0,262.0,69.0
201805261200,88.0,8.0,69.0,2.0
201805261500,66.0,9.0,38.0,6.0
201805261800,83.0,11.0,41.0,14.5
201805262100,57.0,14.0,56.0,23.0
201805270000,23.0,19.0,46.0,30.0
201805270300,54.0,18.0,54.0,72.0
201805270600,83.0,16.0,47.0,52.0
201805270900,119.0,14.0,78.0,50.0
201805271200,86.0,15.0,111.0,53.0
201805271500,78.0,16.0,77.0,45.0
201805271800,86.0,15.0,59.0,46.0
201805272100,56.0,11.0,132.0,53.0
201805280000,56.0,10.0,34.0,32.0
201805280300,58.0,11.0,17.0,30.0
201805280600,87.0,9.0,23.0,37.0
201805280900,79.0,11.0,50.0,56.0
201805281200,108.0,13.0,38.0,90.0
201805281500,122.0,14.0,177.0,122.0
201805281800,147.0,14.0,102.0,157.0
201805282100,113.0,13.0,71.0,34.0
201805290000,45.0,17.0,47.0,66.0
201805290300,90.0,9.0,15.0,48.0
201805290600,62.0,10.0,16.0,44.5
201805290900,50.0,10.0,48.0,41.0
201805291200,72.0,7.0,198.0,30.0
201805291500,87.0,7.0,267.0,19.0
201805291800,117.0,4.0,479.0,45.0
201805292100,84.0,6.0,48.0,2.0
201805300000,62.0,9.0,35.0,9.0
201805300300,106.0,9.0,31.0,16.0
201805300600,89.0,9.0,25.0,77.0
201805300900,108.0,7.0,28.0,37.0
201805301200,88.0,5.0,34.0,86.0
201805301500,85.0,10.0,27.0,50.0
201805301800,93.0,4.0,172.0,43.0
201805302100,56.0,3.0,52.0,52.0
201805310000,20.0,3.0,24.0,41.0
201805310300,52.0,3.0,20.0,29.0
201805310600,32.0,3.0,44.0,36.0
201805310900,65.0,2.0,66.0,43.0
201805311200,62.0,2.0,42.0,38.0
201805311500,65.0,2.0,24.0,10.0
201805311800,92.0,3.0,118.0,29.0
201805312100,83.0,4.0,115.0,60.0
201806010000,35.0,6.0,48.0,43.0
201806010300,82.0,4.0,45.0,5.0
201806010600,116.0,3.0,15.0,28.0
201806010900,141.0,5.0,16.0,21.0
201806011200,95.0,3.0,21.0,16.0
201806011500,89.0,2.0,20.0,26.0
201806011800,113.0,3.0,22.0,32.0
201806012100,21.0,8.0,78.0,42.0
201806020000,56.0,12.0,31.0,37.0
201806020300,26.0,3.0,34.0,25.0
201806020600,51.0,3.0,26.0,33.0
201806020900,38.0,3.0,104.0,18.0
201806021200,63.0,3.0,64.0,21.0
201806021500,53.0,3.0,253.0,20.0
201806021800,104.0,3.0,1750.0,24.0
201806022100,66.5,4.0,45.0,30.0
201806030000,29.0,9.0,52.0,22.0
201806030300,31.0,5.0,34.0,24.0
201806030600,32.0,4.0,38.0,27.0
201806030900,42.0,4.0,107.0,29.0
201806031200,64.0,4.0,111.0,39.0
201806031500,64.0,3.0,51.0,28.0
201806031800,94.0,3.0,36.0,30.0
201806032100,25.0,5.0,54.0,38.0
201806040000,145.0,5.0,63.0,41.0
201806040300,308.0,10.0,90.0,34.0
201806040600,81.0,7.0,109.0,33.0
201806040900,73.0,8.0,114.0,44.0
201806041200,79.0,13.0,122.0,42.0
201806041500,90.0,12.0,84.0,38.0
201806041800,110.0,14.0,56.0,47.0
201806042100,78.0,12.0,115.0,52.0
201806050000,93.0,6.0,97.0,23.0
201806050300,63.0,6.0,142.0,20.0
201806050600,55.0,8.0,154.0,21.0
201806050900,81.0,8.0,155.0,25.0
201806051200,71.0,11.0,180.0,48.0
201806051500,47.0,9.0,110.0,49.0
201806051800,31.0,6.0,122.0,48.0
201806052100,14.0,3.0,259.0,41.0
201806060000,18.0,4.0,102.0,35.0
201806060300,19.0,4.0,108.0,40.0
201806060600,24.0,5.0,69.0,55.0
201806060900,14.0,5.0,65.0,49.0
201806061200,5.0,6.0,89.0,60.0
201806061500,24.0,5.0,196.0,78.0
201806061800,26.0,6.0,117.0,42.0
201806062100,4.0,5.0,31.0,21.0
201806070000,20.0,3.0,37.0,39.0
201806070300,36.0,4.0,53.0,62.0
201806070600,35.0,3.0,49.0,17.0
201806070900,43.0,4.0,85.0,27.0
201806071200,26.0,5.0,27.0,65.0
201806071500,59.0,6.0,13.0,14.0
201806071800,41.0,3.0,10.0,50.0
201806072100,54.5,1.0,57.0,23.0
201806080000,68.0,3.0,30.0,33.0
201806080300,35.0,5.0,23.0,40.0
201806080600,33.0,3.0,22.0,53.0
201806080900,38.0,5.0,25.0,33.0
201806081200,32.0,6.0,26.0,46.0
201806081500,78.0,8.0,21.0,60.0
201806081800,32.0,4.0,67.0,39.0
201806082100,8.0,3.0,42.0,53.0
201806090000,19.0,8.0,20.0,55.0
201806090300,30.0,12.0,12.0,75.0
201806090600,124.0,12.0,22.0,52.0
201806090900,70.0,18.0,38.0,40.0
201806091200,35.0,17.0,89.0,28.0
201806091500,60.0,8.0,31.0,36.5
201806091800,55.0,6.0,44.0,45.0
201806092100,61.0,4.0,49.0,50.0
201806100000,67.0,11.0,32.0,20.0
201806100300,47.0,18.0,19.0,30.0
201806100600,70.0,19.0,12.0,16.0
201806100900,44.0,29.0,15.0,12.0
201806101200,55.0,33.0,25.0,13.0
201806101500,72.0,26.0,80.0,25.0
201806101800,39.0,31.0,99.0,30.0
201806102100,6.0,37.0,42.0,11.0
201806110000,26.0,27.0,24.0,7.0
201806110300,36.0,22.0,21.0,8.0
201806110600,122.0,55.0,21.0,16.0
201806110900,64.0,64.0,11.0,21.5
201806111200,63.0,84.0,34.0,27.0
201806111500,48.0,78.0,120.0,23.0
201806111800,20.0,75.0,129.0,17.0
201806112100,10.0,114.0,116.0,25.0
201806120000,45.0,105.0,103.0,20.0
201806120300,71.0,83.0,40.0,15.0
201806120900,83.0,131.0,23.0,15.666666666666666
201806121200,89.0,107.0,41.0,16.0
201806121500,95.0,121.0,79.0,17.0
201806121800,118.0,126.0,55.0,25.0
201806122100,64.0,161.0,79.0,36.0
201806130000,57.5,163.0,138.0,17.0
201806130300,51.0,154.0,132.0,17.0
201806130600,84.0,135.0,73.0,15.5
201806130900,14.0,87.0,53.0,14.0
201806131200,52.0,83.0,37.0,10.0
201806131500,70.0,79.0,31.0,20.5
201806131800,44.0,114.0,42.0,31.0
201806132100,47.0,110.0,33.0,20.0
201806140000,123.0,85.0,48.0,19.0
201806140300,8.0,73.0,45.0,19.0
201806140600,36.0,61.0,38.0,29.0
201806140900,42.0,75.0,34.0,17.0
201806141200,32.0,75.0,59.0,29.0
201806141500,52.0,55.0,22.0,22.5
201806141800,65.0,44.0,25.0,16.0
201806142100,57.0,36.0,30.0,34.0
201806150000,60.0,43.0,60.0,21.0
201806150300,28.0,47.0,89.0,17.0
