TM,STN,WD,WS,PA,PS,TA,TD,HM,PV,WW,CA_TOT,CA_MID,CT,VS,TS,IR,IX,PM10
202210280400,146.0,11.0,0.9,1018.4,1025.8,9.1,6.8,86.0,9.9,19,8.0,8.0,St,674.0,9.2,3.0,1.0,60.0
202210280500,146.0,11.0,1.2,1018.4,1025.8,8.6,6.5,87.0,9.7,19,9.0,9.0,St,533.0,8.9,3.0,1.0,48.0
202210280600,146.0,11.0,1.1,1018.9,1026.4,8.1,6.0,87.0,9.3,19,0.0,0.0,-,439.0,8.6,3.0,1.0,59.0
202210280700,146.0,0.0,0.4,1019.1,1026.5,8.3,6.4,88.0,9.6,19,10.0,10.0,St,400.0,8.4,3.0,1.0,51.0
202210280800,146.0,14.0,1.0,1019.5,1026.9,9.0,6.9,87.0,9.9,19,0.0,0.0,-,200.0,9.6,3.0,1.0,58.0
202210280900,146.0,18.0,0.7,1019.7,1027.1,11.2,6.9,75.0,9.9,19,0.0,0.0,-,733.0,12.0,3.0,1.0,39.0
202210281000,146.0,29.0,0.6,1019.7,1027.0,13.1,8.3,73.0,10.9,19,0.0,0.0,-,715.0,15.5,3.0,1.0,35.0
202210281100,146.0,34.0,1.4,1019.4,1026.7,15.2,8.6,65.0,11.2,4019,0.0,0.0,-,922.0,19.2,3.0,1.0,52.0
202210281200,146.0,32.0,1.0,1019.0,1026.2,16.8,7.9,56.0,10.6,40,0.0,0.0,-,1279.0,22.2,3.0,2.0,37.0
202210281300,146.0,25.0,1.6,1018.2,1025.3,18.0,8.2,53.0,10.9,-,0.0,0.0,-,995.0,23.8,3.0,2.0,51.0
202210281400,146.0,25.0,1.8,1017.5,1024.6,19.2,7.2,46.0,10.2,-,0.0,0.0,-,1239.0,24.2,3.0,2.0,37.0
202210281500,146.0,25.0,1.9,1017.2,1024.3,19.7,7.0,44.0,10.0,-,0.0,0.0,-,1297.0,23.5,3.0,2.0,48.0
202210281600,146.0,27.0,1.5,1017.1,1024.2,19.7,6.4,42.0,9.6,-,0.0,0.0,-,1486.0,21.8,3.0,2.0,57.0
202210281700,146.0,27.0,1.3,1016.9,1024.0,18.5,6.6,46.0,9.7,-,0.0,0.0,-,2000.0,18.9,3.0,2.0,55.0
202210281800,146.0,27.0,2.0,1017.1,1024.3,16.2,9.3,64.0,11.7,-,0.0,0.0,-,1133.0,16.2,3.0,2.0,62.0
202210281900,146.0,29.0,1.1,1017.7,1024.9,14.7,9.0,69.0,11.5,40,0.0,0.0,-,958.0,14.7,3.0,2.0,69.0
202210282000,146.0,25.0,1.1,1018.0,1025.3,13.5,8.5,72.0,11.1,40,0.0,0.0,-,749.0,13.7,3.0,2.0,62.0
202210282100,146.0,23.0,1.8,1018.6,1025.9,13.4,9.2,76.0,11.6,40,0.0,0.0,-,717.0,13.0,3.0,1.0,65.0
202210282200,146.0,11.0,1.1,1019.1,1026.4,12.5,8.5,77.0,11.1,40,0.0,0.0,-,694.0,12.3,3.0,2.0,74.0
202210282300,146.0,11.0,1.1,1019.4,1026.8,11.6,8.2,80.0,10.9,4019,0.0,0.0,-,631.0,11.7,3.0,2.0,72.0
202210290000,146.0,11.0,0.9,1019.3,1026.7,11.2,7.8,80.0,10.6,19,0.0,0.0,-,604.0,11.2,3.0,1.0,68.0
202210290100,146.0,14.0,1.5,1019.0,1026.4,10.4,7.6,83.0,10.4,19,4.0,0.0,-,500.0,10.7,3.0,2.0,58.0
202210290200,146.0,14.0,1.3,1019.1,1026.5,10.0,7.2,83.0,10.2,19,0.0,0.0,-,488.0,10.3,3.0,2.0,70.0
202210290300,146.0,11.0,1.0,1019.1,1026.5,9.9,6.9,82.0,9.9,19,0.0,0.0,-,568.0,9.8,3.0,1.0,58.0
202210290400,146.0,7.0,0.6,1018.9,1026.3,9.6,6.8,83.0,9.9,19,0.0,0.0,-,572.0,9.5,3.0,1.0,57.0
202210290500,146.0,11.0,1.3,1018.8,1026.2,9.6,6.4,81.0,9.6,19,0.0,0.0,-,678.0,9.1,3.0,1.0,57.0
202210290600,146.0,11.0,1.5,1018.9,1026.3,10.2,6.8,80.0,9.9,19,0.0,0.0,-,1074.0,8.9,3.0,2.0,45.0
202210290700,146.0,11.0,1.1,1019.2,1026.6,9.8,6.6,81.0,9.7,-,0.0,0.0,-,1015.0,8.8,3.0,2.0,29.0
202210290800,146.0,11.0,1.0,1019.6,1027.0,11.2,7.3,77.0,10.2,-,0.0,0.0,-,1295.0,9.7,3.0,2.0,38.0
202210290900,146.0,0.0,0.3,1020.0,1027.3,13.6,7.1,65.0,10.1,-,0.0,0.0,-,1443.0,12.5,3.0,2.0,14.0
202210291000,146.0,0.0,0.4,1020.0,1027.2,16.6,7.7,56.0,10.5,-,3.0,0.0,Ci,1859.0,16.3,3.0,2.0,20.0
202210291100,146.0,0.0,0.3,1019.5,1026.7,18.1,7.7,51.0,10.5,-,3.0,0.0,Ci,1956.0,20.1,3.0,2.0,16.0
202210291200,146.0,32.0,1.1,1019.0,1026.1,19.9,7.6,45.0,10.4,-,5.0,0.0,Ci,1987.0,23.3,3.0,2.0,22.0
202210291300,146.0,36.0,0.8,1018.2,1025.3,19.7,7.7,46.0,10.5,-,5.0,0.0,Ci,1836.0,23.4,3.0,2.0,28.0
202210291400,146.0,36.0,1.7,1017.6,1024.7,20.2,6.5,41.0,9.7,-,7.0,0.0,Ci,1933.0,23.3,3.0,2.0,30.0
202210291500,146.0,36.0,1.6,1017.2,1024.3,20.1,4.9,37.0,8.7,-,8.0,0.0,Ci,2000.0,23.1,3.0,2.0,28.0
202210291600,146.0,29.0,1.3,1017.1,1024.2,19.3,5.3,40.0,8.9,-,7.0,0.0,Ci,1999.0,20.2,3.0,2.0,34.0
202210291700,146.0,32.0,1.3,1017.3,1024.4,18.7,5.5,42.0,9.0,-,8.0,0.0,Ci,2000.0,18.4,3.0,2.0,56.0
202210291800,146.0,27.0,1.8,1017.3,1024.5,17.0,8.9,59.0,11.4,-,7.0,0.0,Ci,1104.0,16.2,3.0,2.0,53.0
202210291900,146.0,27.0,0.7,1017.8,1025.0,16.1,9.5,65.0,11.9,19,8.0,8.0,-,980.0,15.3,3.0,2.0,69.0
202210292000,146.0,25.0,0.8,1018.2,1025.5,15.1,9.2,68.0,11.6,19,5.0,3.0,-,991.0,14.2,3.0,2.0,56.0
202210292100,146.0,14.0,0.7,1018.0,1025.2,14.6,9.3,71.0,11.7,19,7.0,0.0,Ci,820.0,13.7,3.0,1.0,61.0
202210292200,146.0,14.0,1.2,1018.3,1025.6,13.2,8.4,73.0,11.0,19,6.0,6.0,-,972.0,12.8,3.0,2.0,62.0
202210292300,146.0,11.0,1.2,1018.4,1025.7,12.5,8.1,75.0,10.8,19,1.0,0.0,-,977.0,12.1,3.0,2.0,60.0
202210300000,146.0,14.0,1.7,1018.3,1025.7,11.6,7.8,78.0,10.6,19,0.0,0.0,-,914.0,11.6,3.0,1.0,50.0
202210300100,146.0,14.0,0.7,1018.4,1025.8,11.7,7.9,78.0,10.6,19,4.0,4.0,-,805.0,11.5,3.0,2.0,56.0
202210300200,146.0,14.0,1.1,1018.4,1025.8,11.1,7.5,79.0,10.4,19,0.0,0.0,-,755.0,10.9,3.0,2.0,58.0
202210300300,146.0,11.0,1.2,1018.2,1025.6,10.5,7.1,80.0,10.1,19,0.0,0.0,-,783.0,10.4,3.0,1.0,52.0
202210300400,146.0,11.0,1.1,1018.2,1025.6,10.5,7.1,80.0,10.1,19,0.0,0.0,-,865.0,10.1,3.0,1.0,54.0
202210300500,146.0,11.0,0.7,1018.4,1025.8,9.7,6.5,81.0,9.7,19,3.0,3.0,Sc,946.0,9.8,3.0,1.0,50.0
202210300600,146.0,9.0,0.6,1018.5,1025.9,9.7,6.7,82.0,9.8,19,0.0,0.0,-,916.0,9.6,3.0,1.0,35.0
202210300700,146.0,14.0,1.4,1018.6,1026.0,9.4,6.6,83.0,9.7,19,0.0,0.0,-,1005.0,9.3,3.0,2.0,38.0
202210300800,146.0,11.0,0.7,1019.0,1026.4,11.1,7.0,76.0,10.0,-,0.0,0.0,-,1383.0,10.2,3.0,2.0,30.0
202210300900,146.0,9.0,0.8,1019.2,1026.5,13.3,7.7,69.0,10.5,-,0.0,0.0,-,1752.0,12.7,3.0,2.0,7.0
202210301000,146.0,0.0,0.4,1018.8,1026.0,15.7,7.9,60.0,10.6,-,0.0,0.0,-,1993.0,16.3,3.0,2.0,1.0
202210301100,146.0,29.0,0.5,1018.2,1025.4,17.8,8.3,54.0,10.9,-,0.0,0.0,-,1890.0,20.1,3.0,2.0,11.0
202210301200,146.0,34.0,1.4,1017.5,1024.6,19.0,8.0,49.0,10.7,-,0.0,0.0,-,1925.0,22.9,3.0,2.0,18.0
202210301300,146.0,34.0,1.6,1016.9,1024.0,20.3,7.9,45.0,10.6,-,0.0,0.0,-,2000.0,25.1,3.0,1.0,14.0
202210301400,146.0,27.0,0.6,1016.3,1023.4,21.0,7.2,41.0,10.2,-,1.0,1.0,Sc,2000.0,25.4,3.0,2.0,13.0
202210301500,146.0,34.0,1.4,1016.0,1023.1,20.6,7.5,43.0,10.4,-,0.0,0.0,-,2000.0,24.8,3.0,2.0,20.0
202210301600,146.0,32.0,1.5,1015.9,1023.0,20.4,6.6,41.0,9.7,-,0.0,0.0,-,2000.0,23.0,3.0,2.0,26.0
202210301700,146.0,32.0,1.4,1016.0,1023.1,19.3,6.0,42.0,9.3,-,1.0,1.0,Sc,2000.0,19.7,3.0,2.0,32.0
202210301800,146.0,29.0,1.3,1016.2,1023.3,18.2,6.6,47.0,9.7,-,2.0,2.0,Sc,2000.0,17.0,3.0,2.0,28.0
202210301900,146.0,34.0,1.4,1016.6,1023.8,16.8,6.5,51.0,9.7,-,4.0,2.0,-,2000.0,15.7,3.0,,32.0
202210302000,146.0,16.0,0.8,1016.8,1024.0,15.9,7.6,58.0,10.4,-,5.0,5.0,-,2000.0,14.9,3.0,,40.0
202210302100,146.0,16.0,0.7,1017.1,1024.4,15.2,7.7,61.0,10.5,-,6.0,6.0,Sc,2000.0,14.4,3.0,2.0,45.0
202210302200,146.0,20.0,0.6,1017.6,1024.8,14.5,7.7,64.0,10.5,-,6.0,1.0,-,1972.0,13.3,3.0,,54.0
202210302300,146.0,0.0,0.0,1018.0,1025.3,14.0,7.2,64.0,10.2,-,4.0,2.0,-,1947.0,13.2,3.0,,43.0
202210310000,146.0,9.0,0.9,1017.9,1025.2,14.2,7.7,65.0,10.5,-,4.0,4.0,Sc,2000.0,12.9,3.0,2.0,26.0
202210310100,146.0,11.0,1.4,1017.7,1025.0,13.5,7.7,68.0,10.5,-,4.0,4.0,-,2000.0,12.4,3.0,,23.0
202210310200,146.0,14.0,1.3,1017.8,1025.1,12.9,7.7,71.0,10.5,-,3.0,2.0,-,2000.0,12.0,3.0,,7.0
202210310300,146.0,11.0,1.2,1017.8,1025.1,12.6,7.8,73.0,10.6,-,5.0,5.0,Sc,2000.0,12.3,3.0,2.0,22.0
202210310400,146.0,11.0,1.3,1017.7,1025.0,12.2,7.4,73.0,10.3,-,5.0,0.0,Ci,2000.0,11.5,3.0,2.0,19.0
202210310500,146.0,11.0,0.8,1017.7,1025.0,11.8,7.3,74.0,10.2,-,6.0,0.0,Ci,2000.0,10.9,3.0,2.0,19.0
202210310600,146.0,11.0,1.3,1017.9,1025.3,11.3,6.8,74.0,9.9,-,8.0,0.0,Ci,2000.0,10.7,3.0,2.0,10.0
202210310700,146.0,11.0,1.1,1018.1,1025.5,11.5,6.6,72.0,9.7,-,8.0,0.0,Ci,2000.0,11.2,3.0,2.0,17.0
202210310800,146.0,11.0,0.6,1018.1,1025.4,12.0,6.6,70.0,9.7,-,7.0,3.0,ScCi,2000.0,12.0,3.0,2.0,7.0
202210310900,146.0,0.0,0.4,1018.2,1025.5,13.7,7.0,64.0,10.0,-,5.0,1.0,ScCi,2000.0,13.1,3.0,2.0,12.0
202210311000,146.0,9.0,0.7,1017.8,1025.0,16.9,6.9,52.0,9.9,-,8.0,8.0,Ac,2000.0,17.6,3.0,2.0,7.0
202210311100,146.0,34.0,1.4,1017.5,1024.6,18.4,7.4,49.0,10.3,-,1.0,1.0,Ac,2000.0,20.8,3.0,2.0,3.0
202210311200,146.0,29.0,1.6,1017.1,1024.2,18.2,6.6,47.0,9.7,-,0.0,0.0,-,2000.0,23.2,3.0,2.0,10.0
202210311300,146.0,29.0,1.6,1016.0,1023.1,19.2,6.3,43.0,9.5,-,0.0,0.0,-,2000.0,25.0,3.0,2.0,6.0
202210311400,146.0,29.0,1.7,1015.2,1022.3,19.4,5.7,41.0,9.2,-,0.0,0.0,-,2000.0,25.3,3.0,2.0,13.0
202210311500,146.0,29.0,1.9,1015.1,1022.2,19.9,6.2,41.0,9.5,-,0.0,0.0,-,2000.0,24.5,3.0,2.0,11.0
202210311600,146.0,32.0,2.1,1015.0,1022.1,19.6,7.0,44.0,10.0,-,2.0,0.0,Ci,2000.0,22.6,3.0,2.0,42.0
202210311700,146.0,29.0,3.0,1015.2,1022.3,17.5,9.3,59.0,11.7,-,0.0,0.0,-,2000.0,19.3,3.0,2.0,31.0
202210311800,146.0,27.0,1.7,1015.6,1022.8,15.8,9.4,66.0,11.8,-,0.0,0.0,-,2000.0,16.7,3.0,2.0,30.0
202210311900,146.0,23.0,1.4,1016.1,1023.4,14.9,10.0,73.0,12.3,-,0.0,0.0,-,1568.0,15.4,3.0,2.0,31.0
202210312000,146.0,20.0,0.8,1015.9,1023.1,14.6,10.0,74.0,12.3,-,0.0,0.0,-,1342.0,14.4,3.0,2.0,36.0
202210312100,146.0,0.0,0.2,1016.0,1023.3,13.8,9.2,74.0,11.6,-,0.0,0.0,-,1333.0,13.6,3.0,2.0,33.0
202210312200,146.0,20.0,0.7,1016.2,1023.5,13.4,8.8,74.0,11.3,-,0.0,0.0,-,1588.0,12.9,3.0,2.0,34.0
202210312300,146.0,14.0,1.5,1016.5,1023.8,12.2,8.6,79.0,11.2,-,0.0,0.0,-,1420.0,12.4,3.0,2.0,37.0
202211010000,146.0,11.0,1.2,1016.2,1023.5,11.7,8.5,81.0,11.1,-,0.0,0.0,-,1039.0,11.9,3.0,2.0,40.0
202211010000,146.0,11.0,1.2,1016.2,1023.5,11.7,8.5,81.0,11.1,-,0.0,0.0,-,1039.0,11.9,3.0,2.0,40.0
202211010000,146.0,11.0,1.2,1016.2,1023.5,11.7,8.5,81.0,11.1,-,0.0,0.0,-,1039.0,11.9,3.0,2.0,40.0
202211010000,146.0,11.0,1.2,1016.2,1023.5,11.7,8.5,81.0,11.1,-,0.0,0.0,-,1039.0,11.9,3.0,2.0,40.0
202211010100,146.0,14.0,0.6,1016.2,1023.5,11.4,8.2,81.0,10.9,-,0.0,0.0,-,1067.0,11.3,3.0,2.0,31.0
202211010200,146.0,11.0,1.1,1016.3,1023.7,10.9,7.9,82.0,10.6,19,4.0,4.0,-,897.0,11.1,3.0,2.0,32.0
202211010300,146.0,14.0,1.1,1015.9,1023.3,10.5,7.9,84.0,10.6,19,0.0,0.0,-,527.0,10.8,3.0,1.0,36.0
202211010400,146.0,11.0,0.8,1015.5,1022.9,10.3,7.7,84.0,10.5,19,0.0,0.0,-,609.0,10.4,3.0,1.0,34.0
202211010500,146.0,11.0,1.2,1015.5,1022.9,10.1,7.8,86.0,10.6,19,0.0,0.0,-,412.0,10.1,3.0,1.0,34.0
202211010600,146.0,7.0,0.6,1015.7,1023.1,9.7,7.8,88.0,10.6,19,0.0,0.0,-,489.0,11.0,3.0,1.0,41.0
202211010700,146.0,11.0,0.8,1015.6,1023.0,10.6,8.3,86.0,10.9,19,0.0,0.0,-,148.0,11.4,3.0,1.0,42.0
202211010800,146.0,0.0,0.3,1015.9,1023.2,11.8,8.6,81.0,11.2,19,6.0,0.0,Ci,247.0,12.1,3.0,1.0,51.0
202211010900,146.0,9.0,0.6,1016.2,1023.5,13.6,9.2,75.0,11.6,19,0.0,0.0,-,153.0,13.9,3.0,1.0,26.0
202211011000,146.0,32.0,1.1,1016.1,1023.3,14.5,10.1,75.0,12.4,19,6.0,6.0,Sc,596.0,17.2,3.0,1.0,36.0
202211011100,146.0,29.0,2.3,1015.8,1023.0,15.5,10.0,70.0,12.3,19,0.0,0.0,-,692.0,19.7,3.0,1.0,47.0
202211011200,146.0,32.0,0.9,1014.9,1022.0,17.4,9.0,58.0,11.5,4019,0.0,0.0,-,813.0,22.5,3.0,1.0,45.0
202211011300,146.0,29.0,1.2,1013.9,1021.0,18.7,9.1,54.0,11.6,40,0.0,0.0,-,1106.0,24.3,3.0,1.0,33.0
202211011400,146.0,29.0,2.7,1013.5,1020.6,18.8,9.5,55.0,11.9,40,0.0,0.0,-,962.0,23.6,3.0,1.0,22.0
202211011500,146.0,32.0,2.7,1013.6,1020.7,18.9,9.9,56.0,12.2,40,4.0,4.0,Sc,920.0,22.8,3.0,1.0,42.0
202211011600,146.0,29.0,1.9,1013.3,1020.4,18.6,9.9,57.0,12.2,40,1.0,1.0,Sc,981.0,21.2,3.0,1.0,54.0
202211011700,146.0,27.0,3.1,1013.6,1020.8,17.1,11.1,68.0,13.2,40,0.0,0.0,-,903.0,18.4,3.0,1.0,56.0
202211011800,146.0,27.0,2.8,1014.1,1021.3,15.3,11.6,79.0,13.7,4019,0.0,0.0,-,629.0,16.3,3.0,1.0,68.0
202211011900,146.0,27.0,1.5,1014.6,1021.8,14.5,11.2,81.0,13.3,19,6.0,4.0,-,459.0,15.2,3.0,2.0,57.0
202211012000,146.0,27.0,1.1,1014.8,1022.0,13.9,10.4,80.0,12.6,19,7.0,2.0,-,361.0,14.4,3.0,2.0,63.0
202211012100,146.0,23.0,1.4,1014.6,1021.9,13.4,10.9,85.0,13.0,19,10.0,10.0,St,207.0,13.7,3.0,1.0,76.0
202211012200,146.0,29.0,0.9,1015.0,1022.3,13.8,10.5,81.0,12.7,19,9.0,9.0,-,294.0,14.5,3.0,2.0,83.0
202211012300,146.0,23.0,0.9,1014.9,1022.2,13.4,10.1,81.0,12.4,19,7.0,3.0,-,158.0,13.5,3.0,2.0,88.0
202211020000,146.0,29.0,0.9,1014.5,1021.8,12.3,9.6,84.0,11.9,19,0.0,0.0,-,246.0,12.4,3.0,1.0,103.0
202211020100,146.0,34.0,1.2,1014.7,1022.0,11.1,9.6,91.0,11.9,1916,10.0,10.0,-,45.0,11.8,3.0,1.0,118.0
202211020200,146.0,25.0,0.6,1014.9,1022.3,11.0,9.5,91.0,11.9,16,10.0,10.0,-,91.0,11.2,3.0,1.0,113.0
202211020300,146.0,0.0,0.2,1014.4,1021.8,10.6,9.0,90.0,11.5,16,10.0,10.0,-,87.0,10.6,3.0,1.0,98.0
202211020400,146.0,32.0,0.9,1014.2,1021.6,9.4,7.9,91.0,10.6,16,10.0,10.0,-,30.0,11.4,3.0,1.0,98.0
202211020500,146.0,29.0,0.5,1014.6,1022.0,9.9,8.8,93.0,11.3,16,10.0,10.0,-,8.0,12.1,3.0,1.0,67.0
202211020600,146.0,0.0,0.2,1014.8,1022.2,9.7,8.1,90.0,10.8,1916,10.0,10.0,St,123.0,11.9,3.0,1.0,85.0
202211020700,146.0,20.0,0.5,1015.0,1022.4,9.7,8.2,91.0,10.9,19,10.0,10.0,St,127.0,11.6,3.0,1.0,88.0
202211020800,146.0,0.0,0.0,1015.4,1022.8,9.8,8.2,90.0,10.9,19,10.0,10.0,St,153.0,12.2,3.0,1.0,93.0
202211020900,146.0,32.0,1.8,1015.8,1023.2,10.3,8.5,89.0,11.1,19,0.0,0.0,-,173.0,13.5,3.0,1.0,90.0
202211021000,146.0,32.0,2.0,1015.2,1022.5,11.7,8.5,81.0,11.1,19,0.0,0.0,-,304.0,16.1,3.0,1.0,83.0
202211021100,146.0,34.0,1.7,1014.8,1022.1,13.5,7.0,65.0,10.0,19,0.0,0.0,-,555.0,19.3,3.0,1.0,76.0
202211021200,146.0,5.0,0.8,1013.9,1021.1,15.9,3.6,44.0,7.9,4019,0.0,0.0,-,989.0,22.4,3.0,1.0,47.0
202211021300,146.0,32.0,1.7,1013.1,1020.3,16.6,4.9,46.0,8.7,40,0.0,0.0,-,991.0,24.1,3.0,1.0,38.0
202211021400,146.0,32.0,1.6,1012.5,1019.6,18.4,3.0,36.0,7.6,40,0.0,0.0,-,1994.0,24.7,3.0,2.0,20.0
202211021500,146.0,32.0,2.0,1012.5,1019.6,18.2,-1.1,27.0,5.6,-,0.0,0.0,-,2000.0,23.6,3.0,2.0,13.0
202211021600,146.0,29.0,1.9,1012.4,1019.5,18.2,3.6,38.0,7.9,-,0.0,0.0,-,2000.0,21.5,3.0,2.0,16.0
202211021700,146.0,27.0,2.2,1012.5,1019.7,16.0,5.5,50.0,9.0,-,0.0,0.0,-,2000.0,18.1,3.0,2.0,51.0
202211021800,146.0,27.0,1.9,1012.7,1019.9,14.2,5.5,56.0,9.0,-,0.0,0.0,-,2000.0,15.2,3.0,2.0,42.0
202211021900,146.0,27.0,1.8,1013.2,1020.5,12.7,4.8,59.0,8.6,-,0.0,0.0,-,2000.0,13.4,3.0,2.0,41.0
202211022000,146.0,23.0,1.2,1013.5,1020.8,12.2,5.1,62.0,8.8,-,0.0,0.0,-,2000.0,12.3,3.0,2.0,33.0
202211022100,146.0,20.0,0.8,1013.2,1020.5,11.2,5.0,66.0,8.7,-,0.0,0.0,-,2000.0,11.5,3.0,2.0,34.0
202211022200,146.0,16.0,0.7,1013.1,1020.5,10.3,5.0,70.0,8.7,-,0.0,0.0,-,1922.0,10.6,3.0,2.0,49.0
202211022300,146.0,14.0,0.6,1012.7,1020.1,9.4,4.9,74.0,8.7,-,0.0,0.0,-,1993.0,9.8,3.0,2.0,41.0
202211030000,146.0,11.0,1.1,1012.1,1019.5,8.4,4.5,77.0,8.4,-,0.0,0.0,-,1923.0,9.2,3.0,2.0,31.0
202211030100,146.0,7.0,0.5,1012.0,1019.4,7.5,4.4,81.0,8.4,-,0.0,0.0,-,1813.0,8.6,3.0,2.0,43.0
202211030200,146.0,11.0,1.1,1012.7,1020.1,7.5,4.9,84.0,8.7,-,0.0,0.0,-,1420.0,8.1,3.0,2.0,34.0
202211030300,146.0,18.0,1.0,1012.6,1020.0,6.9,4.3,84.0,8.3,-,0.0,0.0,-,1685.0,7.6,3.0,2.0,32.0
202211030400,146.0,14.0,1.5,1011.7,1019.2,6.0,3.8,86.0,8.0,-,0.0,0.0,-,1291.0,7.4,3.0,2.0,38.0
202211030500,146.0,11.0,1.1,1012.0,1019.5,6.1,3.5,84.0,7.8,-,0.0,0.0,-,1273.0,7.2,3.0,2.0,38.0
202211030600,146.0,0.0,0.1,1012.2,1019.7,5.9,3.3,84.0,7.7,-,0.0,0.0,-,1315.0,6.9,3.0,2.0,31.0
202211030700,146.0,0.0,0.3,1012.5,1020.0,6.0,3.4,84.0,7.8,-,7.0,0.0,Ci,1294.0,7.0,3.0,2.0,41.0
202211030800,146.0,7.0,0.5,1013.0,1020.4,7.2,3.6,78.0,7.9,-,5.0,5.0,Ac,1482.0,8.1,3.0,2.0,29.0
202211030900,146.0,16.0,1.0,1013.1,1020.5,8.8,3.4,69.0,7.8,-,8.0,8.0,Ac,1864.0,11.0,3.0,2.0,21.0
202211031000,146.0,36.0,0.7,1013.5,1020.9,10.8,3.5,61.0,7.8,-,9.0,9.0,Ac,1914.0,13.5,3.0,2.0,22.0
202211031100,146.0,0.0,0.3,1012.6,1019.9,13.0,2.5,49.0,7.3,-,8.0,8.0,Ac,2000.0,15.8,3.0,2.0,28.0
202211031200,146.0,32.0,1.8,1012.3,1019.5,13.9,2.7,47.0,7.4,-,8.0,3.0,AcCi,2000.0,18.4,3.0,2.0,26.0
202211031300,146.0,32.0,1.7,1011.4,1018.6,16.2,2.9,41.0,7.5,-,1.0,0.0,Ci,2000.0,21.3,3.0,2.0,
202211031400,146.0,32.0,2.5,1011.5,1018.6,17.2,-0.1,31.0,6.1,-,1.0,0.0,Cc,2000.0,21.4,3.0,2.0,
202211031500,146.0,34.0,2.1,1011.3,1018.4,17.2,-0.5,30.0,5.9,-,5.0,0.0,Ci,2000.0,20.7,3.0,2.0,17.0
202211031600,146.0,29.0,1.8,1011.4,1018.6,16.7,0.7,34.0,6.4,-,8.0,7.0,Ac,2000.0,19.1,3.0,2.0,33.0
202211031700,146.0,29.0,2.1,1011.4,1018.6,15.2,3.6,46.0,7.9,-,7.0,3.0,AcCi,1980.0,16.5,3.0,2.0,41.0
202211031800,146.0,27.0,1.9,1011.7,1018.9,13.5,4.6,55.0,8.5,-,3.0,0.0,Ci,1640.0,14.1,3.0,2.0,52.0
202211031900,146.0,29.0,2.1,1012.2,1019.5,13.0,5.4,60.0,9.0,-,7.0,3.0,-,1652.0,13.0,3.0,,63.0
202211032000,146.0,29.0,2.5,1012.9,1020.2,12.3,4.9,61.0,8.7,-,4.0,2.0,-,1361.0,12.2,3.0,,54.0
202211032100,146.0,29.0,1.1,1013.1,1020.4,11.2,4.4,63.0,8.4,-,3.0,0.0,Ci,1750.0,11.3,3.0,2.0,52.0
202211032200,146.0,29.0,2.1,1013.8,1021.2,10.5,4.8,68.0,8.6,-,5.0,4.0,-,1340.0,10.7,3.0,,52.0
202211032300,146.0,29.0,1.6,1014.0,1021.4,10.3,5.6,73.0,9.1,-,7.0,1.0,-,1164.0,10.4,3.0,,41.0
202211040000,146.0,29.0,1.1,1014.0,1021.4,9.5,5.0,74.0,8.7,-,6.0,6.0,Sc,1262.0,10.2,3.0,2.0,49.0
202211040100,146.0,32.0,1.6,1014.3,1021.7,8.6,3.8,72.0,8.0,-,7.0,3.0,-,1960.0,9.3,3.0,,35.0
202211040200,146.0,34.0,1.5,1014.2,1021.6,7.3,2.5,72.0,7.3,-,2.0,2.0,-,2000.0,8.2,3.0,,23.0
202211040300,146.0,32.0,2.1,1014.5,1022.0,6.9,1.1,67.0,6.6,-,0.0,0.0,-,2000.0,7.5,3.0,2.0,21.0
202211040400,146.0,32.0,1.8,1014.7,1022.2,6.5,0.3,65.0,6.2,-,0.0,0.0,-,2000.0,7.0,3.0,2.0,16.0
202211040500,146.0,34.0,1.0,1015.0,1022.5,5.7,0.4,69.0,6.3,-,0.0,0.0,-,2000.0,6.4,3.0,2.0,23.0
202211040600,146.0,34.0,2.0,1015.5,1023.0,5.1,0.6,73.0,6.4,-,2.0,2.0,Sc,2000.0,6.0,3.0,2.0,16.0
202211040700,146.0,34.0,1.4,1015.8,1023.3,4.2,0.5,77.0,6.3,-,0.0,0.0,-,2000.0,5.6,3.0,2.0,14.0
202211040800,146.0,34.0,1.9,1016.5,1024.0,5.3,-0.3,67.0,6.0,-,0.0,0.0,-,2000.0,5.9,3.0,2.0,16.0
202211040900,146.0,34.0,2.3,1017.2,1024.7,6.8,-0.6,59.0,5.8,-,0.0,0.0,-,2000.0,8.1,3.0,2.0,18.0
202211041000,146.0,34.0,2.6,1017.3,1024.8,7.8,-1.7,51.0,5.4,-,0.0,0.0,-,2000.0,11.7,3.0,2.0,28.0
202211041100,146.0,29.0,2.7,1016.8,1024.2,8.8,-2.2,46.0,5.2,-,0.0,0.0,-,2000.0,14.7,3.0,2.0,21.0
202211041200,146.0,32.0,3.0,1016.3,1023.7,9.6,-4.0,38.0,4.5,-,0.0,0.0,-,2000.0,17.7,3.0,2.0,9.0
202211041300,146.0,32.0,4.0,1015.8,1023.2,10.2,-7.0,29.0,3.6,-,0.0,0.0,-,2000.0,19.7,3.0,2.0,8.0
202211041400,146.0,34.0,3.9,1015.6,1023.0,11.2,-8.1,25.0,3.3,-,0.0,0.0,-,2000.0,20.3,3.0,2.0,15.0
202211041500,146.0,32.0,4.4,1015.6,1023.0,11.0,-8.3,25.0,3.3,-,2.0,0.0,Ci,2000.0,19.3,3.0,2.0,12.0
